Name,Year,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
Garhwa ,2013,69670,36628,33042,45948,26709,19239,23722,9919,13803,20952,16845,4107,771,617,154,48718,19783,28935
Garhwa ,2013,1253114,646947,606167,607528,378452,229076,645586,268495,377091,550479,318606,231873,56594,38947,17647,702635,328341,374294
Ganjam,2013,768001,395582,372419,574900,316940,257960,193101,78642,114459,269850,210649,59201,8734,5627,3107,498151,184933,313218
Ganjam,2013,2761030,1383636,1377394,1635150,945712,689438,1125880,437924,687956,1231922,779378,452544,176281,108528,67753,1529108,604258,924850
Ganganagar ,2013,535432,285071,250361,371971,213973,157998,163461,71098,92363,185580,153918,31662,5440,4382,1058,349852,131153,218699
Ganganagar ,2013,1433736,758269,675467,821372,496935,324437,612364,261334,351030,727092,442402,284690,142257,103853,38404,706644,315867,390777
Gandhinagar,2013,600627,315428,285199,466521,259381,207140,134106,56047,78059,208023,171679,36344,13835,10676,3159,392604,143749,248855
Gandhinagar,2013,791126,408436,382690,563973,323305,240668,227153,85131,142022,326953,236396,90557,83452,62373,21079,464173,172040,292133
Ganderbal,2013,47039,25005,22034,25796,15697,10099,21243,9308,11935,16392,11191,5201,529,479,50,30647,13814,16833
Ganderbal,2013,250407,133715,116692,117480,74884,42596,132927,58831,74096,84498,62114,22384,5010,4282,728,165909,71601,94308
Gajapati,2013,70666,35227,35439,49377,26729,22648,21289,8498,12791,26668,19028,7640,1657,881,776,43998,16199,27799
Gajapati,2013,507151,247655,259496,213160,126934,86226,293991,120721,173270,267265,136879,130386,67167,34099,33068,239886,110776,129110
Gadchiroli,2013,118033,60038,57995,94594,50517,44077,23439,9521,13918,44127,31738,12389,3936,2197,1739,73906,28300,45606
Gadchiroli,2013,954909,481290,473619,613771,344593,269178,341138,136697,204441,540110,291600,248510,126176,63486,62690,414799,189690,225109
Gadag,2013,379309,189562,189747,270504,146477,124027,108805,43085,65720,149067,106087,42980,22649,11224,11425,230242,83475,146767
Gadag,2013,685261,347585,337676,429673,250701,178972,255588,96884,158704,346655,204325,142330,134744,64359,70385,338606,143260,195346
Firozpur,2013,552556,295429,257127,386691,217608,169083,165865,77821,88044,190844,162451,28393,5800,5163,637,361712,132978,228734
Firozpur,2013,1476518,776208,700310,840820,489462,351358,635698,286746,348952,565851,433955,131896,147827,125938,21889,910667,342253,568414
Firozabad,2013,833169,440174,392995,505562,289232,216330,327607,150942,176665,269969,209538,60431,9606,8123,1483,563200,230636,332564
Firozabad,2013,1664987,891872,773115,1016244,623082,393162,648743,268790,379953,491552,412302,79250,78839,71569,7270,1173435,479570,693865
Fatehpur,2013,321993,169032,152961,213424,120527,92897,108569,48505,60064,99115,81170,17945,6908,5460,1448,222878,87862,135016
Fatehpur,2013,2310740,1215690,1095050,1298742,790476,508266,1011998,425214,586784,964814,632566,332248,198028,138583,59445,1345926,583124,762802
Fatehgarh Sahib,2013,185482,100745,84737,137693,77774,59919,47789,22971,24818,66680,58066,8614,1243,1135,108,118802,42679,76123
Fatehgarh Sahib,2013,414681,220050,194631,288340,160922,127418,126341,59128,67213,148103,124711,23392,16390,15153,1237,266578,95339,171239
Fatehabad,2013,179588,94546,85042,123047,68657,54390,56541,25889,30652,56473,48488,7985,2433,2156,277,123115,46058,77057
Fatehabad,2013,762423,400814,361609,434531,258814,175717,327892,142000,185892,312610,215010,97600,58624,46067,12557,449813,185804,264009
Farrukhabad,2013,416185,220939,195246,265402,150175,115227,150783,70764,80019,127178,109038,18140,8375,8004,371,289007,111901,177106
Farrukhabad,2013,1469019,785301,683718,827275,504652,322623,641744,280649,361095,465089,385507,79582,88423,81801,6622,1003930,399794,604136
Faridkot,2013,217051,115889,101162,151486,85467,66019,65565,30422,35143,77035,64718,12317,2634,2398,236,140016,51171,88845
Faridkot,2013,400457,210782,189675,229799,130300,99499,170658,80482,90176,144520,120331,24189,38432,34401,4031,255937,90451,165486
Faridabad,2013,1438855,768007,670848,1045717,595223,450494,393138,172784,220354,472471,389184,83287,8398,7099,1299,966384,378823,587561
Faridabad,2013,370878,198103,172775,227022,139717,87305,143856,58386,85470,106758,87749,19009,10984,8914,2070,264120,110354,153766
Faizabad,2013,340253,180371,159882,241572,135267,106305,98681,45104,53577,106273,86894,19379,3965,3413,552,233980,93477,140503
Faizabad,2013,2130743,1079257,1051486,1209329,703072,506257,921414,376185,545229,724936,510994,213942,101813,76489,25324,1405807,568263,837544
Etawah,2013,366299,193116,173183,263800,146205,117595,102499,46911,55588,105678,90467,15211,5346,4904,442,260621,102649,157972
Etawah,2013,1215511,652740,562771,798203,477378,320825,417308,175362,241946,400394,323246,77148,78929,70522,8407,815117,329494,485623
Etah,2013,268142,141750,126392,177486,100456,77030,90656,41294,49362,75116,63726,11390,5440,5069,371,193026,78024,115002
Etah,2013,1506338,805589,700749,877716,546586,331130,628622,259003,369619,470868,376518,94350,74682,66591,8091,1035470,429071,606399
Erode,2013,1157976,577475,580501,837616,452326,385290,320360,125149,195211,560669,368310,192359,90765,44838,45927,597307,209165,388142
Erode,2013,1093768,552393,541375,655046,375974,279072,438722,176419,262303,635104,363773,271331,240649,118526,122123,458664,188620,270044
Ernakulam,2013,2234363,1101047,1133316,1947268,969753,977515,287095,131294,155801,831346,615786,215560,13202,9751,3451,1403017,485261,917756
Ernakulam,2013,1048025,518510,529515,908408,455970,452438,139617,62540,77077,417997,297463,120534,36217,24505,11712,630028,221047,408981
East Siang,2013,27635,13969,13666,19512,10516,8996,8123,3453,4670,8805,6417,2388,153,102,51,18830,7552,11278
East Siang,2013,71579,36147,35432,43064,23694,19370,28515,12453,16062,31417,17174,14243,2447,1370,1077,40162,18973,21189
East Khasi Hills,2013,366481,182340,184141,295022,149025,145997,71459,33315,38144,135860,91458,44402,558,382,176,230621,90882,139739
East Khasi Hills,2013,459441,228409,231032,283008,138245,144763,176433,90164,86269,190926,112845,78081,29906,19181,10725,268515,115564,152951
East Kameng,2013,18350,9269,9081,11535,6496,5039,6815,2773,4042,5626,3746,1880,75,41,34,12724,5523,7201
East Kameng,2013,60340,29506,30834,26914,15103,11811,33426,14403,19023,26084,12678,13406,368,168,200,34256,16828,17428
East Godavari,2013,1313972,647395,666577,958816,493239,465577,355156,154156,201000,457226,368190,89036,45020,35251,9769,856746,279205,577541
East Godavari,2013,3840324,1922293,1918031,2329761,1223694,1106067,1510563,698599,811964,1636455,1177641,458814,833064,613558,219506,2203869,744652,1459217
East Garo Hills,2013,44192,22460,21732,34254,17808,16446,9938,4652,5286,13308,9525,3783,280,214,66,30884,12935,17949
East Garo Hills,2013,273725,138763,134962,157893,84705,73188,115832,54058,61774,112765,62737,50028,7774,4633,3141,160960,76026,84934
East District,2013,122487,64285,58202,98438,53844,44594,24049,10441,13608,52730,37827,14903,305,201,104,69757,26458,43299
East District,2013,161096,87147,73949,115891,67501,48390,45205,19646,25559,86948,54524,32424,4822,2824,1998,74148,32623,41525
East,2013,1705816,905639,800177,1350012,746799,603213,355804,158840,196964,578344,485889,92455,2820,2076,744,1127472,419750,707722
East,2013,3530,1861,1669,2986,1583,1403,544,278,266,1348,1062,286,21,20,1,2182,799,1383
Durg,2013,1284765,655949,628816,973225,532392,440833,311540,123557,187983,446297,347753,98544,21586,11810,9776,838468,308196,530272
Durg,2013,2059107,1026152,1032955,1330153,752220,577933,728954,273932,455022,1050508,573976,476532,341868,177099,164769,1008599,452176,556423
Dungarpur,2013,88743,45486,43257,65740,36249,29491,23003,9237,13766,29763,22797,6966,320,180,140,58980,22689,36291
Dungarpur,2013,1299809,651046,648763,615851,379571,236280,683958,271475,412483,611752,323827,287925,22451,11166,11285,688057,327219,360838
Dumka,2013,90178,47586,42592,65749,37014,28735,24429,10572,13857,27407,22401,5006,778,536,242,62771,25185,37586
Dumka,2013,1231264,620928,610336,606660,369261,237399,624604,251667,372937,597372,344707,252665,71379,46340,25039,633892,276221,357671
Dohad  ,2013,191625,97688,93937,134619,73895,60724,57006,23793,33213,64778,49279,15499,2685,1363,1322,126847,48409,78438
Dohad  ,2013,1935461,970963,964498,872552,525140,347412,1062909,445823,617086,934346,491602,442744,125579,54377,71202,1001115,479361,521754
Doda,2013,32689,18211,14478,24533,14801,9732,8156,3410,4746,10347,8667,1680,33,31,2,22342,9544,12798
Doda,2013,377247,195430,181817,194550,123819,70731,182697,71611,111086,141565,92477,49088,3905,3485,420,235682,102953,132729
Diu,2013,23991,11614,12377,19862,10064,9798,4129,1550,2579,7226,6016,1210,7,6,1,16765,5598,11167
Diu,2013,28083,14028,14055,18196,10263,7933,9887,3765,6122,8524,6916,1608,182,34,148,19559,7112,12447
Dindori ,2013,32318,16520,15798,23872,13227,10645,8446,3293,5153,11952,8748,3204,772,456,316,20366,7772,12594
Dindori ,2013,672206,335393,336813,354842,209532,145310,317364,125861,191503,377973,194635,183338,94650,47578,47072,294233,140758,153475
Dindigul,2013,808040,402333,405707,611563,324444,287119,196477,77889,118588,342962,237837,105125,58017,31409,26608,465078,164496,300582
Dindigul,2013,1351735,678605,673130,870271,491736,378535,481464,186869,294595,762193,427632,334561,330708,165774,164934,589542,250973,338569
Dimapur ,2013,197869,103959,93910,151215,81802,69413,46654,22157,24497,74492,53946,20546,558,393,165,123377,50013,73364
Dimapur ,2013,180942,93435,87507,126822,68340,58482,54120,25095,29025,76858,45699,31159,3948,2350,1598,104084,47736,56348
Dima Hasao,2013,62489,32985,29504,50864,27901,22963,11625,5084,6541,22288,17197,5091,223,171,52,40201,15788,24413
Dima Hasao,2013,151613,77817,73796,90009,50658,39351,61604,27159,34445,62740,39126,23614,1610,1196,414,88873,38691,50182
Dibrugarh,2013,243730,126135,117595,198958,106239,92719,44772,19896,24876,90061,72397,17664,644,373,271,153669,53738,99931
Dibrugarh,2013,1082605,550299,532306,685573,385122,300451,397032,165177,231855,470496,295616,174880,21148,13067,8081,612109,254683,357426
Dibang Valley,2013,2384,1316,1068,1744,1027,717,640,289,351,915,612,303,9,8,1,1469,704,765
Dibang Valley,2013,5620,3098,2522,2692,1587,1105,2928,1511,1417,2640,1616,1024,42,37,5,2980,1482,1498
Dhule,2013,571036,295115,275921,436476,233910,202566,134560,61205,73355,178284,144979,33305,11409,7054,4355,392752,150136,242616
Dhule,2013,1479826,758916,720910,857440,489478,367962,622386,269438,352948,758086,425469,332617,354419,178013,176406,721740,333447,388293
Dhubri,2013,203701,103934,99767,148695,80156,68539,55006,23778,31228,70356,58760,11596,902,711,191,133345,45174,88171
Dhubri,2013,1745557,893914,851643,773646,431395,342251,971911,462519,509392,599463,466138,133325,106522,91320,15202,1146094,427776,718318
Dhenkanal,2013,117506,61267,56239,94387,51326,43061,23119,9941,13178,37147,31715,5432,2071,1757,314,80359,29552,50807
Dhenkanal,2013,1075305,551326,523979,735523,412767,322756,339782,138559,201223,398386,308837,89549,64785,53806,10979,676919,242489,434430
Dhemaji,2013,48285,24971,23314,35616,19379,16237,12669,5592,7077,16071,12873,3198,228,184,44,32214,12098,20116
Dhemaji,2013,637848,326278,311570,387412,218382,169030,250436,107896,142540,300729,173704,127025,4563,2799,1764,337119,152574,184545
Dhaulpur,2013,247450,132717,114733,152392,91114,61278,95058,41603,53455,73862,61535,12327,3646,2898,748,173588,71182,102406
Dhaulpur,2013,959066,520930,438136,530706,344607,186099,428360,176323,252037,449350,277575,171775,26474,20862,5612,509716,243355,266361
Dharwad,2013,1049539,527790,521749,799710,422605,377105,249829,105185,144644,377613,293157,84456,24321,13179,11142,671926,234633,437293
Dharwad,2013,797484,409416,388068,501954,289171,212783,295530,120245,175285,407220,250619,156601,145204,71519,73685,390264,158797,231467
Dharmapuri,2013,260912,131088,129824,189924,102300,87624,70988,28788,42200,105093,72948,32145,12410,6483,5927,155819,58140,97679
Dharmapuri,2013,1245931,643215,602716,727785,425299,302486,518146,217916,300230,646077,373109,272968,204652,97301,107351,599854,270106,329748
Dhar,2013,413221,217612,195609,280865,160648,120217,132356,56964,75392,149699,117494,32205,14085,8370,5715,263522,100118,163404
Dhar,2013,1772572,895113,877459,796473,477831,318642,976099,417282,558817,878275,479585,398690,252337,131281,121056,894297,415528,478769
Dhanbad,2013,1560394,824000,736394,1072949,617806,455143,487445,206194,281251,433289,373522,59767,4746,4019,727,1127105,450478,676627
Dhanbad,2013,1124093,581956,542137,649255,397144,252111,474838,184812,290026,411215,285329,125886,20720,15144,5576,712878,296627,416251
Dhamtari ,2013,149195,74477,74718,111008,59874,51134,38187,14603,23584,60342,40941,19401,8403,4415,3988,88853,33536,55317
Dhamtari ,2013,650586,323420,327166,435825,244050,191775,214761,79370,135391,342553,185441,157112,127452,64151,63301,308033,137979,170054
Dhalai,2013,40499,20771,19728,34399,18003,16396,6100,2768,3332,14217,11724,2493,782,688,94,26282,9047,17235
Dhalai,2013,337731,173773,163958,241818,133640,108178,95913,40133,55780,141614,93933,47681,20152,15514,4638,196117,79840,116277
Dewas,2013,451759,233639,218120,321075,180757,140318,130684,52882,77802,155667,121870,33797,15546,10074,5472,296092,111769,184323
Dewas,2013,1111956,571720,540236,604294,369959,234335,507662,201761,305901,587009,329631,257378,161616,98036,63580,524947,242089,282858
Deoria,2013,316803,164325,152478,220812,123999,96813,95991,40326,55665,82666,70747,11919,3178,2827,351,234137,93578,140559
Deoria,2013,2784143,1373111,1411032,1654427,955289,699138,1129716,417822,711894,793580,568326,225254,82573,61886,20687,1990563,804785,1185778
Deoghar,2013,258361,136886,121475,188646,106965,81681,69715,29921,39794,73345,63526,9819,1775,1457,318,185016,73360,111656
Deoghar,2013,1233712,638136,595576,604892,382872,222020,628820,255264,373556,478122,320165,157957,67412,50319,17093,755590,317971,437619
Dehradun,2013,941941,499308,442633,741670,409834,331836,200271,89474,110797,317427,260441,56986,3621,3088,533,624514,238867,385647
Dehradun,2013,754753,392891,361862,517836,292382,225454,236917,100509,136408,265341,198393,66948,16803,13759,3044,489412,194498,294914
Debagarh,2013,22390,11564,10826,16519,9113,7406,5871,2451,3420,8045,6084,1961,431,335,96,14345,5480,8865
Debagarh,2013,290130,146666,143464,181300,103536,77764,108830,43130,65700,157390,86300,71090,24031,14606,9425,132740,60366,72374
Davanagere,2013,629010,318133,310877,469717,248949,220768,159293,69184,90109,234586,177606,56980,8756,5357,3399,394424,140527,253897
Davanagere,2013,1316487,668267,648220,838823,471688,367135,477664,196579,281085,640621,408033,232588,207797,111457,96340,675866,260234,415632
Dausa,2013,201793,105887,95906,141268,83197,58071,60525,22690,37835,58586,48568,10018,1184,887,297,143207,57319,85888
Dausa,2013,1432616,751900,680716,796783,513738,283045,635833,238162,397671,625909,349583,276326,31463,15871,15592,806707,402317,404390
Datia,2013,181982,96191,85791,125878,72914,52964,56104,23277,32827,59990,48182,11808,4139,3052,1087,121992,48009,73983
Datia,2013,604772,323966,280806,365567,230901,134666,239205,93065,146140,261170,177480,83690,53055,37298,15757,343602,146486,197116
Darrang,2013,55494,28813,26681,42964,23355,19609,12530,5458,7072,19686,16622,3064,125,96,29,35808,12191,23617
Darrang,2013,873006,446460,426546,444075,245311,198764,428931,201149,227782,305157,230242,74915,46293,39166,7127,567849,216218,351631
Darjiling ,2013,727963,370294,357669,578761,306891,271870,149202,63403,85799,255148,194579,60569,2129,1373,756,472815,175715,297100
Darjiling ,2013,1118860,566965,551895,736824,410782,326042,382036,156183,225853,428578,285007,143571,29958,21999,7959,690282,281958,408324
Darbhanga,2013,383328,201404,181924,246741,141224,105517,136587,60180,76407,106272,90212,16060,6622,5693,929,277056,111192,165864
Darbhanga,2013,3554057,1858545,1695512,1569893,984342,585551,1984164,874203,1109961,1117368,857715,259653,294902,242141,52761,2436689,1000830,1435859
Damoh,2013,250551,131402,119149,183575,103004,80571,66976,28398,38578,92069,68207,23862,3796,2966,830,158482,63195,95287
Damoh,2013,1013668,530471,483197,564140,342733,221407,449528,187738,261790,482526,299504,183022,139460,96735,42725,531142,230967,300175
Daman,2013,158860,106292,52568,125455,89050,36405,33405,17242,16163,90742,82556,8186,163,132,31,68118,23736,44382
Daman,2013,32313,18367,13946,24893,15266,9627,7420,3101,4319,14779,11946,2833,139,100,39,17534,6421,11113
Dakshina Kannada,2013,996086,493230,502856,828007,423215,404792,168079,70015,98064,429170,285164,144006,3710,2656,1054,566916,208066,358850
Dakshina Kannada,2013,1093563,541484,552079,838316,440804,397512,255247,100680,154567,568551,335739,232812,21007,16105,4902,525012,205745,319267
Dakshin Dinajpur,2013,236295,119428,116867,193024,100877,92147,43271,18551,24720,89409,68263,21146,2025,1429,596,146886,51165,95721
Dakshin Dinajpur,2013,1439981,737771,702210,890661,495597,395064,549320,242174,307146,613578,431297,182281,172665,127973,44692,826403,306474,519929
Dakshin Bastar Dantewada,2013,96233,50212,46021,65856,37764,28092,30377,12448,17929,35467,26791,8676,1321,782,539,60766,23421,37345
